Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
asics-tiger-gel-lyte-v-30-years-of-gel-pack-2,,,,,,,,,8,,black,,,AsTi-01-black-8,0.0,shopify,8,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/548e71e82d4b2d3bdd2b739b4872edc9_34255622-92a4-4a13-ad1f-35ad2de6c07f.jpg?v=1667516237,2,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-2,,,,,,,,,14,,black,,,AsTi-01-black-14,0.0,shopify,4,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/92b18b29e25d47479716de9da45c6f11_8fc1ffbb-def4-419a-bf23-e40ed55645ef.jpg?v=1667516237,3,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/849cb34b82473241efdfcf60f9106452_b554e836-3893-455b-8259-0882b745d990.jpg?v=1667516237,4,,,,,,,,,,,,,,,,,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/262cb366636c10febf8b843a1d0853c5_d5ecf6b1-9521-40cd-8eb0-9328ab41fd83.jpg?v=1667516237,5,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,DR MARTENS | 1461 DMC 3-EYE SHOE | BLACK SMOOTH,"Make a statement with the iconic Dr Marten's 1461Z DMC 3-Eye shoe. Stamped with Docs trademade look, this lace-up shoe is crafted with high-quality, durable smooth leather, and has been made to last. This unique shoe features an air-cushioned sole offering good abrasion and slip resistance, and is made with Goodyear welt - the sole and upper are heat-sealed and sewn together.",DR MARTENS,,SHOES,"autumn, drmartens, egnition-sample-data, spring, women",true,Size,5,Color,black,,,DM-01-black-5,0.0,shopify,10,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/141e61b24821f6212219a381ed19ac8a_e7f890ee-1bc3-40c0-9c2b-4181dc8ba369.jpg?v=1667516233,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,6,,black,,,DM-01-black-6,0.0,shopify,11,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/32a3557bccae4e2f615726a1aa7550fb_a14c2ae7-32fd-4069-b1dd-74b7e2469d48.jpg?v=1667516233,3,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,7,,black,,,DM-01-black-7,0.0,shopify,0,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/609ed43084a591eddac8bcf740787215_b8034a55-ae83-4594-8297-1140bceaa08f.jpg?v=1667516233,4,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,8,,black,,,DM-01-black-8,0.0,shopify,20,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ec797abd9582e4b22cda99a72fb14b76_ff1e172f-5427-4e74-96d6-5ce705fab1cc.jpg?v=1667516233,5,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,9,,black,,,DM-01-black-9,0.0,shopify,13,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,10,,black,,,DM-01-black-10,0.0,shopify,16,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,11,,black,,,DM-01-black-11,0.0,shopify,3,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth-1,,,,,,,,,12,,black,,,DM-01-black-12,0.0,shopify,18,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron-2,PALLADIUM | PALLATECH HI TX | CHEVRON,"The Palladium iconic classic receives a subtle, yet stylish update. The Pallatech Hi TX features a full grain leather upper with cotton canvas and soft cuff around the collar, providing even more comfort. The boot is finished with a single-unit molded rubber outsole, offering excellent traction while exploring your city. The EVA-cushioned footbed and hugging heel cup cradle the foot for lasting support.",PALLADIUM,,SHOES,"egnition-sample-data, men, palladium, winter",true,Size,9,Color,red,,,"PAL-01
-red-9",0.0,shopify,15,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/09ba62adafa6de79108792f1e5467f6e_68b04e55-098b-4309-ad1d-c4cd7843521f.jpg?v=1667516233,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
palladium-pallatech-hi-tx-chevron-2,,,,,,,,,10,,red,,,"PAL-01
-red-10",0.0,shopify,16,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6996e186647807bebac34facded1b121_5e43277b-dabe-456b-a79f-f37b7cdf8614.jpg?v=1667516233,2,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron-2,,,,,,,,,12,,red,,,"PAL-01
-red-12",0.0,shopify,2,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a800346484623127603c77b6ad2d6237_91d47bb0-9357-48c7-b648-9bfd5ad04f49.jpg?v=1667516233,3,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/916ee4322e17f26d06193fec211e2378_58326289-d5df-4b3b-91e1-52e93c37b4d2.jpg?v=1667516233,4,,,,,,,,,,,,,,,,,,,,,,,,
palladium-pallatech-hi-tx-chevron-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7b92aa501b2b0a8f5f5b8b8ad2b4a7a5_70e11f8e-027a-4f19-9b6b-c31cda1dad8f.jpg?v=1667516233,5,,,,,,,,,,,,,,,,,,,,,,,,
nike-crackle-print-tb-tee-1,NIKE | CRACKLE PRINT TB TEE,"Meet your new favorite tee, the Nike Crackle Print T-Shirt. Bringing its A-game in soft, premium fabric, it features a ribbed crew neck and a woven Nike label on the hem.",NIKE,,T-SHIRTS,"egnition-sample-data, men, nike, summer",true,Size,s,Color,blue,,,NK-01-blue-s,0.0,shopify,11,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/62a3dd0421fc5ccf4df6815b3694d734_8dce278f-09ed-4da6-af61-1de13846ea79.jpg?v=1667516230,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
nike-crackle-print-tb-tee-1,,,,,,,,,m,,blue,,,NK-01-blue-m,0.0,shopify,12,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ef0746b3c879000196dfce266154b537_93febf8c-e1d4-4373-8842-2fca56592b54.jpg?v=1667516230,2,,,,,,,,,,,,,,,,,,,kg,,,,,
nike-crackle-print-tb-tee-1,,,,,,,,,l,,blue,,,NK-01-blue-l,0.0,shopify,14,deny,manual,40.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/544c0236ac6a8def363f3db689aacf08_7013c4af-0209-4bef-808c-b3caf45c2a20.jpg?v=1667516230,3,,,,,,,,,,,,,,,,,,,kg,,,,,
nike-crackle-print-tb-tee-1,,,,,,,,,xl,,blue,,,NK-01-blue-xl,0.0,shopify,14,deny,manual,40.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,The Vans Cut Out Sk8-Hi Decon brings a twist to the iconic Vans Sk8-Hi silhouette: a new deconstructed leather high-top upper with a custom die cut design that lets the material shape on its own accord without much structural constriction. It also features signature rubber waffle outsoles.,VANS,,SHOES,"autumn, egnition-sample-data, men, spring, summer, vans",true,Size,4,Color,white,,,"VN-05
-white-4",0.0,shopify,16,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/327cd936d9a9c409cd8b36987158013f_b1b208ed-a023-4202-87a4-00e9f1a69e45.jpg?v=1667516228,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,5,,white,,,"VN-05
-white-5",0.0,shopify,1,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b4c16b45a527577c1593577e61e3582_053d8789-0c86-4fb0-9fdb-09b017d568c6.jpg?v=1667516228,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,6,,white,,,"VN-05
-white-6",0.0,shopify,3,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/95d47d370756e9b154d4c501f8320e38_9965b16d-e8f2-4625-ada5-dfe72a722122.jpg?v=1667516229,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,7,,white,,,"VN-05
-white-7",0.0,shopify,17,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c461facd876a1d239856452e67eb6eca_e07d155c-d247-4270-8503-8f9cfc39bbd5.jpg?v=1667516229,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,8,,white,,,"VN-05
-white-8",0.0,shopify,15,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b86153167fd83f23d8439ce2915dbea_71ce437e-9845-40b7-98c4-53a4bdee74f0.jpg?v=1667516229,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,9,,white,,,"VN-05
-white-9",0.0,shopify,20,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-2,,,,,,,,,10,,white,,,"VN-05
-white-10",0.0,shopify,20,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,"Timberland has been refining their craft of producing hard-wearing boots for decades. The 6-Inch Premium Waterproof Boot (or Wheat Boot) is the original men's Timberland boot and was first designed nearly 40 years ago. Continuous improvements to the design and construction, such as the addition of Timberland's exclusive anti-fatigue technology for all day comfort, has cemented these boots as a sturdy and dependable staple in anyone's shoe collection. The premium waterproof leather, seam-sealed construction and rugged lug outsoles provides long-lasting durability and comfort to help you get through any environmental conditions and adventure. An absolute must-have.",TIMBERLAND,,SHOES,"egnition-sample-data, men, timberland, winter",true,Size,7,Color,yellow,,,TM-01-yellow-7,0.0,shopify,9,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d610851e0277cdfbe3402e03be2effd2_37f9d9a3-e121-43c2-907d-0deb6f4f8574.jpg?v=1667516226,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
timberland-mens-6-inch-premium-boot-1,,,,,,,,,8,,yellow,,,TM-01-yellow-8,0.0,shopify,8,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e90ae3bb88769a8dedb76a93953d0471_b253b99e-09b6-4a31-bc66-4cc86deb3773.jpg?v=1667516226,2,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,9,,yellow,,,TM-01-yellow-9,0.0,shopify,3,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5ad155a45244156a291e25edd17ee672_fe99d652-69cd-4bfc-9ffe-9cc0de4ef83d.jpg?v=1667516226,3,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,10,,yellow,,,TM-01-yellow-10,0.0,shopify,0,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e8d7ac1e388fb10ed31fbfe440d274ee_d7c3282a-cc97-4b79-b9db-f536a9a1f802.jpg?v=1667516226,4,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,11,,yellow,,,TM-01-yellow-11,0.0,shopify,14,deny,manual,299.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/49e74b9c5a0231a4cbca1c04b0fc79f6_8468861c-d688-4442-b332-668e6af0f22b.jpg?v=1667516226,5,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,12,,yellow,,,TM-01-yellow-12,0.0,shopify,20,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,13,,yellow,,,TM-01-yellow-13,0.0,shopify,17,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,14,,yellow,,,TM-01-yellow-14,0.0,shopify,12,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
timberland-mens-6-inch-premium-boot-1,,,,,,,,,15,,yellow,,,TM-01-yellow-15,0.0,shopify,5,deny,manual,299.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-2,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES","Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,8,Color,blue,,,VN-04-blue-8,0.0,shopify,20,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7902bf65776d504e75f86c8e8781d802_324427e2-5637-46b6-92b1-ac0939b7c226.jpg?v=1667516223,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-moroccan-geo-dress-blues-2,,,,,,,,,9,,blue,,,VN-04-blue-9,0.0,shopify,14,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7e4ed4d7bcaacd26e7f097b409482b69_2fa453f6-c297-4736-8812-501b8fb608c8.jpg?v=1667516223,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-2,,,,,,,,,10,,blue,,,VN-04-blue-10,0.0,shopify,0,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c949bf0d87f8b78d40168b5151722e85_f2b729b7-0f18-4f29-8fec-9290a87511ed.jpg?v=1667516223,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-2,,,,,,,,,13,,blue,,,VN-04-blue-13,0.0,shopify,13,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7c08b210a216180cf2fd67db48a2f00_1f43b26e-d5ff-4c06-84ee-abd9296ff56b.jpg?v=1667516223,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/38477bb8d671b64c9609744176e6f1fc_321c89bb-e5b5-4678-a6ad-dfe20312cc14.jpg?v=1667516223,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-classic-slip-on-perforated-suede-1,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),"The Perforated Suede Classic Slip-On features low profile slip-on perforated suede uppers,, padded collars, elastic side accents, and signature rubber waffle outsoles.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,beige,,,VN-09-beige-4,0.0,shopify,13,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d0fb461a3a28439eb5a45b2e2fb232bb_23d8ae92-b643-47b2-809b-33b563d74b7c.jpg?v=1667516221,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-classic-slip-on-perforated-suede-1,,,,,,,,,5,,beige,,,VN-09-beige-5,0.0,shopify,5,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ef0dd8033f11f8685ea287e35c9af258_94ed4d7c-0e74-49c2-a6e8-ab5c60a857d3.jpg?v=1667516221,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede-1,,,,,,,,,6,,beige,,,VN-09-beige-6,0.0,shopify,4,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a8433b27433c750dabc5c2ffee71a7d8_4a0b6afc-5f3f-4034-8fd3-b55f9b322976.jpg?v=1667516221,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede-1,,,,,,,,,7,,beige,,,VN-09-beige-7,0.0,shopify,2,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a3ae47694220cefcf42599af62a03919_75a7c72b-c8ca-41bb-8f28-2f2989c9cf1c.jpg?v=1667516221,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede-1,,,,,,,,,8,,beige,,,VN-09-beige-8,0.0,shopify,10,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b94adbe2e88cdd487fc6dd796c28d617_092d2acc-89dd-4660-993a-5e6e39d5d50c.jpg?v=1667516221,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-classic-slip-on-perforated-suede-1,,,,,,,,,9,,beige,,,VN-09-beige-9,0.0,shopify,16,deny,manual,119.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-2,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,white,,,VN-03-white-4,0.0,shopify,8,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/883c6488076367d30ddd8481164ec7e2_f24be435-4533-45b5-b173-e636f25b9e10.jpg?v=1667516218,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-butterfly-true-white-black-2,,,,,,,,,5,,white,,,VN-03-white-5,0.0,shopify,14,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/97f3ba542625b7e4fe30c276b8bf66a0_3a63b5f6-75ca-4e7f-a10a-8c879b3929aa.jpg?v=1667516218,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-2,,,,,,,,,6,,white,,,VN-03-white-6,0.0,shopify,20,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f42609d166105b49504e80f4bc612a53_64484b72-39d8-46d9-9247-91be71315273.jpg?v=1667516218,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-2,,,,,,,,,7,,white,,,VN-03-white-7,0.0,shopify,13,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e60d1540185ee255777337253ca2c12c_717f7209-5dde-4076-8957-9feb8363bf35.jpg?v=1667516218,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-2,,,,,,,,,8,,white,,,VN-03-white-8,0.0,shopify,3,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0e58afcbaca0ca4565c195d678d1619f_4c922a30-05d6-48e2-baef-fb737853e552.jpg?v=1667516219,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-2,,,,,,,,,9,,white,,,VN-03-white-9,0.0,shopify,12,deny,manual,109.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black-1,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in 1977, the Vans Old Skool sneaker is a classic in the Vans collection. Full of attitude, the Old Skool is durable and lightweight, and can give the other boys in the collection a run for its money. Constructed from canvas, The Vans Old Skool features contrasting suede panels along the toe and heel, plus the iconic stripe along the side of the shoe, and sits over a chunky midsole.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,white,,,VN-08-white-4,0.0,shopify,11,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/cd759395d74526f72c3b0c43c91b4220_bafbbb19-6210-4fed-8ba4-345047d42793.jpg?v=1667516216,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-old-skool-butterfly-true-white-black-1,,,,,,,,,5,,white,,,VN-08-white-5,0.0,shopify,20,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b9434ec4984a3979f568d71eebec38be_89c014a8-426e-44be-898e-7b9d58150d88.jpg?v=1667516216,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black-1,,,,,,,,,6,,white,,,VN-08-white-6,0.0,shopify,3,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4921245d10cca7aa239256cbec46be20_e34c7b3e-6a78-4efd-9b86-754361c592b5.jpg?v=1667516216,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black-1,,,,,,,,,7,,white,,,VN-08-white-7,0.0,shopify,18,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/474bf8aec6e0f5fdbde6a179bd86acf9_d436c1bd-f41f-4926-a1ba-95398fe02a24.jpg?v=1667516216,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black-1,,,,,,,,,8,,white,,,VN-08-white-8,0.0,shopify,18,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/dd3fcc9e9135bc10a57463bc532f7858_edec412b-1e34-498b-985d-8fc04717c216.jpg?v=1667516217,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-old-skool-butterfly-true-white-black-1,,,,,,,,,9,,white,,,VN-08-white-9,0.0,shopify,13,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-2,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,5,Color,red,,,VN-02-red-5,0.0,shopify,0,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d841f71ea6845bf6005453e15a18c632_32261519-fff2-4fc4-9271-33d22878c900.jpg?v=1667516213,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-multi-eyelets-gradient-crimson-2,,,,,,,,,6,,red,,,VN-02-red-6,0.0,shopify,19,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b606f0309eac2cc095a912eb26d7c73_613704f2-0aa7-47af-8a6a-876a4f018030.jpg?v=1667516213,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-2,,,,,,,,,7,,red,,,VN-02-red-7,0.0,shopify,20,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/364ba59021acf686e6da73715e110f39_7c5c3e10-8507-472d-82a8-81e50c343823.jpg?v=1667516213,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-2,,,,,,,,,8,,red,,,VN-02-red-8,0.0,shopify,11,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/be935fef3876ebfdd8e3f0760406d363_3efa0740-99b1-4cf5-a563-96a266cbf275.jpg?v=1667516213,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-2,,,,,,,,,9,,red,,,VN-02-red-9,0.0,shopify,17,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/240a66624494c29907de282b681e33e3_1fd08f99-fada-4193-9cd4-5d663d77dc0e.jpg?v=1667516213,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,VANS | SH-8 HI,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in the early 70's, the Vans SK8 Hi was responsible for the reduced number of ankle injuries in the skating scene with the extra padded ankle support, but its popularity has grown across different cultural scenes. The Vans SK8 Hi True White is constructed from a combination of canvas and suede and features the signature side stripe detail and vulcanized waffle sole. Available in a range of colours.",VANS,,SHOES,"autumn, egnition-sample-data, men, spring, vans",true,Size,4,Color,black,,,VN-07-black-4,0.0,shopify,1,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4e151d7b538e5aba66295f3a5d67b1f4_97e1c385-6740-4774-ab67-735bcde1b10d.jpg?v=1667516211,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-sh-8-hi-1,,,,,,,,,5,,black,,,VN-07-black-5,0.0,shopify,9,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e4f442f26b28594da101d152538d50d2_ac71c85a-5384-4817-8950-f438bc40f21e.jpg?v=1667516211,2,,,,,,,,,,,,,,,,,,,kg,,,,,
